Function Name Readability,Variable Name Readability,Tabulators,Tab Indents,Space Indents,Prefer Tabs Over Spaces,Unique Words,author,function
1,0,0,0,19,0,17,Akai,get
1,1.00,0,0,13,0,32,Akai,main
1,1.00,0,0,14,0,26,Akai,main
1,0,0,0,3,0,15,Akai,get
1,1.00,0,0,44,0,34,Akai,main
0,1.00,0,0,7,0,14,Akai,dfs
1,1.00,0,0,23,0,34,Akai,main
1,0.75,0,0,25,0,30,Akai,main
0,1.00,0,0,13,0,18,Akai,getans
1,1.00,0,0,19,0,30,Akai,main
1,1.00,0,0,1,0,8,Akai,change
1,1.00,0,0,24,0,35,Akai,main
0,0,33,13,13,0,18,akashin,deceitful_war
1,0.75,13,10,10,0,29,akashin,main
1,0,58,19,19,0,23,akashin,war
1,0.67,12,10,10,0,29,akashin,main
1,0.67,12,10,10,0,31,akashin,main
1,0.75,13,10,10,0,29,akashin,main
0,0,29,11,11,0,15,akashin,solveStupid
0,0,11,9,9,0,15,akashin,extendPath
1,0.75,13,10,10,0,29,akashin,main
0,0,23,10,10,0,17,akashin,oneStepReachable
1,0.00,8,5,5,0,10,akashin,reachable
0,0,34,16,16,0,21,akashin,reachableSetsUnion
1,0.75,13,10,10,0,29,akashin,main
0,0,0,0,2,0,10,akashin,addEdge
0,0,161,48,48,0,39,akashin,buildNetwork
0,0,0,0,20,0,26,akashin,buildResidualNetwork
1,0,2,2,22,0,21,akashin,dinic
0,0,59,33,41,0,57,akashin,findMaxFlow
0,0,11,6,6,0,10,akashin,getIn
0,0,11,6,6,0,10,akashin,getOut
1,0,21,15,15,0,22,akashin,good
1,0.75,13,10,10,0,29,akashin,main
0,0,76,32,32,0,27,akashin,findNodesNumber
0,0,44,17,17,0,26,akashin,findServerNodesNumber
1,0.75,13,10,10,0,29,akashin,main
1,0.75,13,10,10,0,29,akashin,main
0,1.00,1,1,1,0,7,akat,cmp
1,1.00,9,7,7,0,9,akat,main
1,0.86,47,31,31,0,21,akat,solve
1,1.00,9,7,7,0,10,akat,check
0,1.00,7,6,6,0,13,akat,dfs
1,1.00,9,7,7,0,10,akat,main
1,1.00,20,13,13,0,14,akat,pa
1,1.00,84,43,43,0,26,akat,solve
0,1.00,5,4,4,0,16,akat,sysedi
1,1.00,9,7,7,0,10,akat,main
1,1.00,11,9,9,0,14,akat,solve
1,1.00,9,7,7,0,9,akat,main
1,0.75,50,28,28,0,19,akat,solve
1,1.00,9,7,7,0,9,akat,main
1,1.00,9,6,6,0,14,akat,solve
1,1.00,9,7,7,0,9,akat,main
1,1.00,75,40,40,0,34,akat,solve
1,1.00,9,7,7,0,9,akat,main
1,1.00,78,40,40,0,33,akat,solve
1,1.00,9,7,7,0,9,akat,main
1,1.00,78,42,42,0,20,akat,solve
1,1.00,9,7,7,0,9,akat,main
1,1.00,39,22,22,0,18,akat,solve
0,1.00,0,0,6,0,11,akazakov,bitCount
0,0.88,0,0,72,0,38,akazakov,checkPosition
1,0.50,0,0,10,0,25,akazakov,main
0,1.00,0,0,23,0,27,akazakov,output_1cell
0,1.00,0,0,26,0,30,akazakov,getTime
1,0.50,0,0,9,0,22,akazakov,main
1,0.50,0,0,9,0,22,akazakov,main
0,0,0,0,8,0,10,akazakov,bitCount
0,0,0,0,36,0,42,akazakov,checkSolution
1,0.50,0,0,10,0,25,akazakov,main
1,0.50,0,0,11,0,29,akazakov,main
1,0.50,0,0,10,0,25,akazakov,main
0,1.00,0,0,45,0,40,akazakov,bitCnt
1,0,0,0,6,0,11,akazakov,load
1,0.33,0,0,29,0,56,akazakov,main
1,0.00,0,0,17,0,25,akazakov,print
1,0,0,0,1,0,2,akazakov,read
1,0.00,0,0,1,0,2,akazakov,solve
1,0.33,0,0,29,0,56,akazakov,main
1,0.00,0,0,36,0,51,akazakov,print
1,0,0,0,1,0,2,akazakov,read
1,0.00,0,0,1,0,2,akazakov,solve
0,1.00,0,0,20,0,19,akazakov,gcd
1,0.33,0,0,29,0,56,akazakov,main
1,0.00,0,0,4,0,16,akazakov,print
1,0,0,0,1,0,2,akazakov,read
1,0.00,0,0,1,0,2,akazakov,solve
1,0.75,477,154,175,0,44,akhtyamovpavel,main
1,0.56,57,29,29,0,35,akhtyamovpavel,main
1,0.36,104,46,46,0,31,akhtyamovpavel,main
1,0.88,19,0,19,0,23,akhtyamovpavel,main
1,0.69,82,13,54,0,46,akhtyamovpavel,main
0,0.88,0,0,31,0,37,akhtyamovpavel,bfs
1,0.80,0,0,60,0,39,akhtyamovpavel,main
1,1.00,0,0,6,0,9,akhtyamovpavel,check
0,1.00,0,0,3,0,6,akhtyamovpavel,gcd
1,0.70,2,0,50,0,38,akhtyamovpavel,main
0,1.00,55,26,26,0,27,akhtyamovpavel,dfs
0,1.00,24,13,13,0,15,akhtyamovpavel,dfs_wrapper
1,0.90,43,0,33,0,34,akhtyamovpavel,main
0,1.00,0,0,7,0,15,akhtyamovpavel,build_mask
1,0.50,6,0,43,0,42,akhtyamovpavel,main
1,0.86,0,0,25,0,26,akhtyamovpavel,solve
1,0.64,2,0,51,0,31,Akitsukineko,main
1,0.86,3,0,81,0,21,Akitsukineko,main
1,0.88,4,0,33,0,29,Akitsukineko,main
1,0.80,1,0,52,0,29,Akitsukineko,main
0,1.00,0,0,6,0,8,Akitsukineko,bitcount
1,0.81,3,0,106,0,42,Akitsukineko,main
1,0.90,2,0,41,0,26,Akitsukineko,main
1,0.64,2,0,81,0,39,Akitsukineko,main
1,0.71,1,0,61,0,20,Akitsukineko,main
1,0.64,2,0,50,0,27,Akitsukineko,main
1,0.75,0,0,36,0,31,AKM,main
1,1.00,0,0,18,0,21,AKM,main
1,0.62,0,0,32,0,22,AKM,main
1,1.00,0,0,14,0,16,AKM,main
1,0.90,0,0,48,0,39,AKM,main
1,0.85,0,0,70,0,44,AKM,main
1,1.00,0,0,1,0,4,AKM,val
1,1.00,0,0,17,0,16,AKM,BT
1,1.00,0,0,17,0,26,AKM,add
1,1.00,0,0,6,0,17,AKM,del
1,1.00,0,0,14,0,18,AKM,main
1,1.00,0,0,31,0,18,AKM,BT
1,1.00,0,0,19,0,22,AKM,main
1,1.00,0,0,32,0,27,AKM,main
1,0.29,0,0,10,0,14,aknow,cheat
1,0.75,0,0,20,0,23,aknow,main
1,0.38,0,0,11,0,17,aknow,normal
1,0,0,0,0,0,20,aknow,size
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,0,0,50,aknow,tostr
1,0,0,0,5,0,9,aknow,clear
0,1.00,0,0,16,0,20,aknow,fillCol
0,1.00,0,0,4,0,9,aknow,fillRow
1,0.50,0,0,21,0,30,aknow,main
1,0,0,0,0,0,20,aknow,size
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,0,0,53,aknow,tostr
0,1.00,0,0,23,0,20,aknow,tryH
0,1.00,0,0,23,0,20,aknow,tryV
1,0.80,0,0,10,0,19,aknow,main
1,1.00,0,0,10,0,10,aknow,simulate
1,0,0,0,0,0,20,aknow,size
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,0,0,47,aknow,tostr
1,0.88,0,0,42,0,34,aknow,main
1,0,0,0,0,0,20,aknow,size
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,0,0,47,aknow,tostr
0,1.00,0,0,3,0,9,aknow,flipSwitch
0,0.83,0,0,15,0,22,aknow,fullfill
1,1.00,0,0,11,0,17,aknow,initial
1,0.50,0,0,17,0,28,aknow,main
1,0,0,0,0,0,20,aknow,size
1,0,0,0,0,0,8,aknow,sqr
0,1.00,0,0,2,0,8,aknow,suffixNumber
1,1.00,0,0,2,0,7,aknow,test
0,1.00,0,0,17,0,17,aknow,test_dfs
0,0.75,0,0,25,0,25,aknow,toNumber
1,0,0,0,0,0,54,aknow,tostr
0,1.00,0,0,2,0,11,aknow,computeMaxRemain
0,1.00,0,0,19,0,22,aknow,computeMaxRemain_dfs
0,0.50,0,0,2,0,11,aknow,computeSubNodes
0,0.50,0,0,5,0,13,aknow,computeSubNodes_dfs
1,0.75,0,0,13,0,20,aknow,main
1,1.00,0,0,13,0,18,aknow,read
1,0,0,0,0,0,20,aknow,size
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,0,0,53,aknow,tostr
1,0.80,0,0,18,0,22,aknow,main
1,0,0,0,0,0,3,aknow,size
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,0,0,50,aknow,tostr
1,1.00,0,0,14,0,19,aknow,convert
1,0.40,0,0,4,0,13,aknow,dump
1,0.75,0,0,20,0,27,aknow,main
1,1.00,0,0,8,0,16,aknow,ok
1,0,0,0,0,0,3,aknow,size
1,0.60,0,0,21,0,20,aknow,solve
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,3,0,56,aknow,tostr
1,1.00,0,0,9,0,21,aknow,compute
1,1.00,0,0,6,0,12,aknow,factorial
1,1.00,0,0,10,0,20,aknow,initial
1,0.50,0,0,9,0,16,aknow,input
1,0.50,0,0,13,0,22,aknow,main
1,0,0,0,0,0,3,aknow,size
1,0,0,0,0,0,8,aknow,sqr
1,0,0,0,0,0,61,aknow,tostr
0,1.00,0,0,5,0,17,aknow,uniqueString
1,0.50,0,0,12,0,21,aknow,valid
1,0.53,145,57,57,0,58,akrasuski1,main
1,0,140,60,60,0,102,akrasuski1,empty
1,0.92,423,108,108,0,61,akrasuski1,main
1,1.00,38,17,17,0,20,akrasuski1,main
1,1.00,117,44,44,0,30,akrasuski1,main
1,0.86,0,0,62,0,46,akrasuski1,main
1,1.00,0,0,46,0,33,akrasuski1,main
1,1.00,0,0,34,0,33,akrasuski1,factorial
1,1.00,0,0,26,0,36,akrasuski1,main
1,1.00,0,0,27,0,35,akrasuski1,main
1,1.00,0,0,4,0,9,akrasuski1,min
0,1.00,0,0,1,0,6,akrasuski1,cmp
1,1.00,0,0,27,0,38,akrasuski1,main
1,0,0,0,0,0,4,Al.Cash,abs
0,1.00,0,0,0,0,16,Al.Cash,gcd
1,0.90,0,0,45,0,24,Al.Cash,go
1,0.75,0,0,27,0,42,Al.Cash,main
0,0,0,0,0,0,13,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,0.75,0,0,25,0,38,Al.Cash,main
0,0,0,0,0,0,18,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,0.91,0,0,21,0,39,Al.Cash,main
0,0,0,0,0,0,13,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,0.57,0,0,20,0,33,Al.Cash,main
0,1.00,0,0,0,0,19,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,0.88,0,0,22,0,36,Al.Cash,main
0,0,0,0,0,0,17,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,0.86,0,0,31,0,42,Al.Cash,main
1,0.67,0,0,2,0,11,Al.Cash,outp
0,0,0,0,0,0,18,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,1.00,0,0,4,0,12,Al.Cash,ch
0,0.83,0,0,11,0,28,Al.Cash,dfs
1,0.90,0,0,28,0,55,Al.Cash,main
0,0,0,0,0,0,33,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,0.80,0,0,18,0,34,Al.Cash,main
0,1.00,0,0,0,0,18,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,0.79,0,0,44,0,32,Al.Cash,fill
1,0.75,0,0,16,0,37,Al.Cash,main
0,0,0,0,0,0,22,Al.Cash,smax
1,0,0,0,0,0,8,Al.Cash,smin
1,1.00,36,28,28,0,29,alabax,check
1,1.00,29,17,17,0,17,alabax,main
1,1.00,83,31,31,0,21,alabax,solve
1,1.00,16,12,12,0,14,alabax,main
1,1.00,18,11,11,0,16,alabax,solve
1,1.00,16,11,11,0,13,alabax,main
1,1.00,81,30,30,0,19,alabax,solve
1,1.00,21,13,13,0,16,alabax,main
1,1.00,18,11,11,0,15,alabax,solve
1,1.00,23,15,15,0,22,alabax,main
1,1.00,41,17,17,0,20,alabax,solve
1,1.00,31,14,14,0,18,alabax,dump
1,1.00,40,22,22,0,21,alabax,main
1,0.88,211,52,52,0,34,alabax,solve
1,1.00,8,7,7,0,10,alabax,dump
1,1.00,44,21,21,0,16,alabax,main
1,1.00,139,39,39,0,28,alabax,solve
0,1.00,22,16,16,0,19,alabax,findd
1,1.00,30,18,18,0,20,alabax,main
1,1.00,9,6,6,0,11,alabax,solve
1,1.00,25,15,15,0,16,alabax,main
1,0.75,116,38,38,0,26,alabax,solve
1,1.00,2,2,2,0,8,AlanC,main
1,1.00,21,17,17,0,22,AlanC,solve
1,0.57,8,6,6,0,13,AlanC,test
1,1.00,2,2,2,0,8,AlanC,main
1,1.00,211,75,75,0,29,AlanC,solve
1,1.00,2,2,2,0,8,AlanC,main
1,1.00,13,10,10,0,22,AlanC,solve
1,1.00,2,2,2,0,8,AlanC,main
1,1.00,32,20,20,0,26,AlanC,solve
1,1.00,2,2,2,0,8,AlanC,main
1,1.00,39,22,22,0,31,AlanC,solve
1,0.71,29,15,15,0,20,AlanC,DFS
1,1.00,3,3,3,0,9,AlanC,bd
1,1.00,2,2,2,0,8,AlanC,main
1,1.00,22,15,15,0,23,AlanC,solve
1,1.00,40,18,18,0,20,AlanC,DFS
1,1.00,18,11,11,0,19,AlanC,main
1,1.00,57,28,28,0,25,AlanC,main
1,1.00,3,3,3,0,8,AlanC,query
1,1.00,8,6,6,0,14,AlanC,update
1,1.00,59,25,25,0,22,AlanC,main
1,1.00,48,41,41,0,40,alantian,main
1,1.00,76,22,22,0,26,alantian,main
1,1.00,0,0,26,0,16,alantian,end
1,1.00,0,0,16,0,19,alantian,main
1,1.00,0,0,12,0,10,alantian,solve
1,0.71,0,0,23,0,22,alantian,main
1,1.00,0,0,4,0,8,alantian,main
1,1.00,0,0,13,0,17,alantian,solve
1,1.00,0,0,4,0,8,alantian,main
1,1.00,0,0,17,0,26,alantian,solve
1,1.00,0,0,18,0,13,alantian,go
1,1.00,0,0,4,0,8,alantian,main
1,1.00,0,0,14,0,27,alantian,solve
1,0,0,0,11,0,21,alantian,tr
1,1.00,0,0,4,0,8,alantian,main
1,1.00,0,0,20,0,26,alantian,solve
1,1.00,0,0,4,0,8,alantian,main
1,1.00,0,0,26,0,22,alantian,solve
1,0.50,40,21,21,0,18,alberist,check
0,1.00,8,6,6,0,8,alberist,gcd
1,1.00,7,6,6,0,14,alberist,main
1,0.29,245,75,75,0,25,alberist,move
1,0.50,15,11,11,0,9,alberist,rotate
1,1.00,77,27,27,0,33,alberist,solve
1,1.00,24,18,18,0,65,alberist,main
1,1.00,15,9,9,0,18,alberist,solve
1,1.00,7,6,6,0,14,alberist,main
1,1.00,36,17,17,0,19,alberist,solve
1,1.00,7,6,6,0,14,alberist,main
1,1.00,18,11,11,0,17,alberist,solve
1,0.60,23,14,14,0,23,alberist,main
1,1.00,72,28,28,0,25,alberist,solve
1,0.50,9,7,7,0,16,alberist,main
1,0.86,15,12,12,0,18,alberist,solve
1,1.00,0,0,1,0,8,alberist,lesss
1,0.50,0,0,9,0,19,alberist,main
1,1.00,0,0,15,0,22,alberist,solve
1,0.80,0,0,11,0,13,alberist,add
0,0.80,0,0,8,0,13,alberist,add2
0,1.00,0,0,2,0,6,alberist,addx
0,1.00,0,0,3,0,7,alberist,find_set
0,1.00,0,0,3,0,7,alberist,find_set2
1,0.50,0,0,9,0,19,alberist,main
0,1.00,0,0,6,0,8,alberist,make_set
1,1.00,0,0,2,0,11,alberist,pack
1,0.88,0,0,102,0,46,alberist,solve
0,1.00,0,0,9,0,12,alberist,union_sets
0,1.00,0,0,9,0,14,alberist,union_sets2
1,1.00,0,0,1,0,7,alberist,unpack
1,0.60,26,16,16,0,26,alberist,main
1,1.00,48,23,23,0,25,alberist,solve
1,0.56,0,0,57,0,38,albert96,main
1,1.00,0,0,11,0,16,albert96,A
1,0,0,0,1,0,7,albert96,F
1,1.00,0,0,64,0,47,albert96,main
1,0.80,0,0,128,0,39,albert96,solve
1,1.00,0,0,26,0,37,albert96,main
1,1.00,0,0,48,0,35,albert96,main
1,1.00,0,0,74,0,44,albert96,main
0,1.00,0,0,27,0,22,albert96,dfs
0,0.86,0,0,49,0,29,albert96,hdfs
1,1.00,0,0,61,0,48,albert96,main
1,1.00,0,0,75,0,44,albert96,main
1,1.00,0,0,34,0,38,albert96,main
1,1.00,0,0,33,0,33,albert96,main
1,1.00,424,225,242,0,20,alberta.green,main
1,0.80,10,10,25,0,25,alberta.green,main
1,1.00,42,31,56,0,29,alberta.green,main
0,1.00,2,2,16,0,16,alberta.green,bit2int
1,1.00,40,30,48,0,35,alberta.green,main
0,1.00,0,0,10,0,7,alberta.green,numbit
1,1.00,15,15,30,0,24,alberta.green,main
0,0.80,28,28,51,0,25,alberta.green,mktree
1,1.00,14,8,16,0,18,alberta.green,main
1,1.00,126,50,61,0,39,alberta.green,main
1,1.00,66,33,36,0,18,alberta.green,main
1,1.00,44,27,35,0,20,alberta.green,main
1,1.00,0,0,34,0,34,alei.alhepSoft,main
0,1.00,0,0,19,0,19,alei.alhepSoft,dfs
1,1.00,0,0,22,0,30,alei.alhepSoft,main
1,1.00,0,0,27,0,27,alei.alhepSoft,solve
1,1.00,0,0,1,0,8,alei.alhepSoft,valid
1,1.00,0,0,18,0,32,alei.alhepSoft,main
1,0.89,0,0,32,0,41,alei.alhepSoft,main
1,1.00,0,0,38,0,42,alei.alhepSoft,main
1,1.00,0,0,21,0,28,alei.alhepSoft,main
1,1.00,0,0,22,0,37,alei.alhepSoft,main
0,1.00,0,0,22,0,27,alei.alhepSoft,mincuts
1,0.80,0,0,50,0,44,alei.alhepSoft,main
1,1.00,0,0,28,0,32,alei.alhepSoft,main
0,1.00,34,15,15,0,18,Aleksander,getAnsDeceitfulWar
0,1.00,15,9,9,0,13,Aleksander,getAnsWar
1,0.50,42,22,22,0,26,Aleksander,main
1,0.50,23,17,17,0,23,Aleksander,solve
0,0.00,1,1,1,0,7,Aleksander,doubleEqual
0,0.00,1,1,1,0,6,Aleksander,doubleLess
1,0.00,23,15,15,0,29,Aleksander,main
1,0.60,18,12,12,0,22,Aleksander,solve
0,0,1,1,1,0,5,Aleksander,BAD
0,0,1,1,1,0,5,Aleksander,CHEAT
1,1.00,45,22,22,0,26,Aleksander,main
1,0.75,39,25,25,0,19,Aleksander,solve
0,1.00,14,8,8,0,17,Aleksander,buildChain
0,1.00,1,1,1,0,10,Aleksander,checkInsideChar
1,1.00,5,4,4,0,9,Aleksander,fact
1,0.33,35,20,20,0,26,Aleksander,main
1,0.30,226,110,110,0,51,Aleksander,solve
0,1.00,4,3,3,0,6,Aleksander,gcd
0,1.00,11,7,7,0,11,Aleksander,isPowerTwo
1,0.00,33,20,20,0,32,Aleksander,main
0,0,1,1,1,0,5,Aleksander,readChar
0,1.00,11,7,7,0,11,Aleksander,readNumber
1,1.00,18,14,14,0,18,Aleksander,solve
0,1.00,2,2,2,0,10,Aleksander,addEdge
0,1.00,3,2,2,0,8,Aleksander,clearGraph
0,0.88,90,33,33,0,28,Aleksander,getFlow
0,1.00,1,1,1,0,8,Aleksander,getVInd
0,1.00,1,1,1,0,9,Aleksander,inField
1,0.80,56,26,26,0,34,Aleksander,main
1,0.88,115,50,50,0,35,Aleksander,solve
0,0.67,50,21,21,0,22,Aleksander,checkGroup
0,0.50,17,13,13,0,13,Aleksander,checkRes
0,0.40,36,18,18,0,20,Aleksander,getAns
1,0.33,35,20,20,0,27,Aleksander,main
1,1.00,7,6,6,0,14,Aleksander,solve
0,0.00,1,1,1,0,6,Aleksander,cmp
1,0.33,32,19,19,0,24,Aleksander,main
1,1.00,70,41,41,0,23,Aleksander,solve
1,0.33,32,19,19,0,24,Aleksander,main
1,0.75,45,27,27,0,23,Aleksander,solve
1,0.60,41,25,26,0,23,alex.jh,main
0,0.86,116,35,35,0,17,alex.jh,solve1
0,0.86,153,43,43,0,18,alex.jh,solve2
1,1.00,298,81,82,0,31,alex.jh,main
1,1.00,29,19,20,0,27,alex.jh,main
1,1.00,13,11,11,0,15,alex.jh,rec
1,1.00,79,37,38,0,38,alex.jh,main
1,1.00,0,0,16,0,27,alex.jh,main
1,1.00,0,0,46,0,48,alex.jh,main
1,1.00,0,0,49,0,39,alex.jh,main
1,0.80,0,0,23,0,32,alex.jh,DFS
0,1.00,0,0,22,0,31,alex.jh,add_edge
1,0.25,0,0,5,0,12,alex.jh,init
1,0.71,0,0,38,0,41,alex.jh,main
1,1.00,0,0,13,0,25,alex.jh,main
1,1.00,0,0,17,0,17,alex.jh,rec
1,1.00,0,0,10,0,18,alex.jh,solve
1,1.00,91,40,40,0,35,alex9801,main
1,1.00,48,24,24,0,27,alex9801,main
1,1.00,110,43,43,0,33,alex9801,main
1,1.00,16,14,14,0,21,alex9801,main
1,1.00,13,7,7,0,15,alex9801,process
1,1.00,1,1,1,0,5,alex9801,ab
1,1.00,16,14,14,0,21,alex9801,main
1,1.00,100,37,37,0,23,alex9801,process
1,1.00,16,14,14,0,21,alex9801,main
1,1.00,94,37,37,0,30,alex9801,process
1,0,1,1,1,0,5,alex9801,f
1,1.00,16,14,14,0,21,alex9801,main
1,1.00,36,25,25,0,21,alex9801,process
1,0,70,32,32,0,23,alex9801,f
1,1.00,17,15,15,0,22,alex9801,main
1,1.00,10,8,8,0,21,alex9801,ms
0,0,0,0,0,0,3,alex9801,pre_process
1,1.00,9,8,8,0,15,alex9801,process
1,1.00,17,15,15,0,22,alex9801,main
0,0,0,0,0,0,3,alex9801,pre_process
1,1.00,51,27,27,0,21,alex9801,process
1,0.50,0,0,6,0,9,AlexAlvarez,main
1,1.00,0,0,6,0,14,AlexAlvarez,solve
0,1.00,0,0,14,0,18,AlexAlvarez,solve_deceitful
0,1.00,0,0,11,0,22,AlexAlvarez,solve_war
1,0.50,0,0,6,0,10,AlexAlvarez,main
1,0.90,0,0,35,0,43,AlexAlvarez,rec
1,1.00,0,0,30,0,29,AlexAlvarez,solve
1,0,0,0,6,0,12,AlexAlvarez,f
1,0.50,0,0,7,0,14,AlexAlvarez,main
1,0.75,0,0,11,0,22,AlexAlvarez,solve
1,0.50,0,0,6,0,9,AlexAlvarez,main
1,1.00,0,0,14,0,23,AlexAlvarez,solve
1,0.80,0,0,18,0,22,AlexAlvarez,dp
1,0.50,0,0,5,0,10,AlexAlvarez,main
1,0,0,0,4,0,11,AlexAlvarez,solve
1,1.00,0,0,27,0,34,AlexAlvarez,comp
1,0.50,0,0,5,0,10,AlexAlvarez,main
1,1.00,0,0,30,0,34,AlexAlvarez,solve
1,1.00,0,0,3,0,16,AlexAlvarez,check
1,0.50,0,0,6,0,9,AlexAlvarez,main
1,0.75,0,0,45,0,41,AlexAlvarez,solve
1,0.50,0,0,22,0,39,AlexAlvarez,dist
1,0.50,0,0,3,0,10,AlexAlvarez,main
1,1.00,0,0,26,0,25,AlexAlvarez,solve
1,1.00,0,0,7,0,16,AlexAlvarez,check
1,1.00,0,0,21,0,29,AlexAlvarez,cost
1,1.00,0,0,7,0,15,AlexAlvarez,dp
1,0.50,0,0,3,0,10,AlexAlvarez,main
1,1.00,0,0,9,0,18,AlexAlvarez,solve
1,1.00,41,25,25,0,29,Alexander86,calc
0,1.00,2,2,2,0,6,Alexander86,gcd
1,0.67,11,8,8,0,16,Alexander86,main
1,0.80,16,13,13,0,22,Alexander86,main
1,1.00,31,18,18,0,19,Alexander86,calc
1,0.50,9,7,7,0,13,Alexander86,main
1,1.00,17,10,10,0,13,Alexander86,calc
1,0.67,11,8,8,0,16,Alexander86,main
0,1.00,9,9,9,0,21,Alexander86,gcd
1,0.67,23,14,14,0,17,Alexander86,main
1,0.75,132,44,44,0,35,Alexander86,main
1,0.91,79,28,28,0,27,Alexander86,main
1,0.91,233,66,66,0,38,Alexander86,main
1,0.33,5,5,5,0,16,Alexander86,earliest
1,0.90,182,54,54,0,49,Alexander86,main
1,0.75,28,18,18,0,26,AlexeyChernevich,main
0,1.00,10,8,8,0,7,AlexeyChernevich,get_len
0,1.00,1,1,1,0,6,AlexeyChernevich,get_next
1,1.00,48,24,24,0,28,AlexeyChernevich,main
1,0.89,419,88,88,0,46,AlexeyChernevich,main
1,1.00,6,4,4,0,7,AlexeyChernevich,maximum
1,1.00,6,4,4,0,7,AlexeyChernevich,minimum
0,1.00,84,24,24,0,27,AlexeyChernevich,dfs
1,1.00,11,7,7,0,16,AlexeyChernevich,init
1,0.75,104,40,40,0,43,AlexeyChernevich,main
0,1.00,2,2,2,0,12,AlexeyChernevich,get_ans
1,0.50,97,41,44,0,48,AlexeyChernevich,main
1,0.92,125,47,50,0,45,AlexeyChernevich,main
1,0,1,1,1,0,7,AlexeyChernevich,F
1,0.85,143,44,44,0,46,AlexeyChernevich,main
1,0,1,1,1,0,7,AlexeyChernevich,F
1,0.93,191,64,64,0,47,AlexeyChernevich,main
1,0.90,88,37,37,0,41,AlexeyChernevich,main
1,0.67,45,27,27,0,26,AlexUdalov,main
1,0.78,54,22,22,0,21,AlexUdalov,main
1,0.69,0,0,40,0,30,AlexUdalov,main
1,0.71,0,0,16,0,17,AlexUdalov,main
1,0.67,43,19,19,0,21,AlexUdalov,main
1,1.00,81,35,35,0,26,AlexUdalov,go
1,0.33,17,10,10,0,21,AlexUdalov,main
1,0.75,118,40,40,0,35,AlexUdalov,main
1,0.67,31,17,17,0,23,AlexUdalov,main
1,1.00,0,0,0,0,7,AlexUdalov,I
1,1.00,25,13,13,0,13,AlexUdalov,add
1,1.00,20,11,11,0,17,AlexUdalov,cv
1,1.00,2,2,2,0,8,AlexUdalov,edge
1,1.00,7,7,7,0,18,AlexUdalov,go
1,0.33,15,10,10,0,13,AlexUdalov,main
1,0.75,0,0,27,0,33,AlexX,main
1,1.00,0,0,23,0,35,AlexX,main
1,1.00,0,0,28,0,35,AlexX,main
0,1.00,0,0,17,0,21,AlexX,dfs
1,1.00,0,0,49,0,47,AlexX,main
1,1.00,0,0,0,0,7,AlexX,sgn
1,0,0,0,0,0,8,AlexX,sqr
1,0,0,0,0,0,13,AlexX,todouble
1,0,0,0,0,0,12,AlexX,toint
0,0,0,0,0,0,8,AlexX,tolower
1,0,0,0,0,0,58,AlexX,tostr
0,0,0,0,0,0,8,AlexX,toupper
1,1.00,0,0,7,0,13,AlexX,cnt
0,0.80,0,0,26,0,24,AlexX,dfs
1,1.00,0,0,8,0,9,AlexX,ins
1,0.88,0,0,30,0,46,AlexX,main
1,1.00,0,0,0,0,7,AlexX,sgn
1,0,0,0,0,0,8,AlexX,sqr
1,0,0,0,0,0,13,AlexX,todouble
1,0,0,0,0,0,12,AlexX,toint
0,0,0,0,0,0,8,AlexX,tolower
1,0,0,0,0,0,59,AlexX,tostr
0,0,0,0,0,0,8,AlexX,toupper
1,1.00,0,0,14,0,31,AlexX,main
1,1.00,0,0,0,0,7,AlexX,sgn
1,0,0,0,0,0,8,AlexX,sqr
1,0,0,0,0,0,13,AlexX,todouble
1,0,0,0,0,0,12,AlexX,toint
0,0,0,0,0,0,8,AlexX,tolower
1,0,0,0,0,0,57,AlexX,tostr
0,0,0,0,0,0,8,AlexX,toupper
1,1.00,0,0,38,0,46,AlexX,main
1,1.00,0,0,0,0,7,AlexX,sgn
1,0,0,0,0,0,8,AlexX,sqr
1,0,0,0,0,0,13,AlexX,todouble
1,0,0,0,0,0,12,AlexX,toint
0,0,0,0,0,0,8,AlexX,tolower
1,0,0,0,0,0,54,AlexX,tostr
0,0,0,0,0,0,8,AlexX,toupper
0,1.00,0,0,15,0,21,AlexX,dfs
1,1.00,0,0,24,0,40,AlexX,main
1,1.00,0,0,0,0,7,AlexX,sgn
1,0,0,0,0,0,8,AlexX,sqr
1,0,0,0,0,0,13,AlexX,todouble
1,0,0,0,0,0,12,AlexX,toint
