Function Name Readability,Variable Name Readability,Tabulators,Tab Indents,Space Indents,Prefer Tabs Over Spaces,Unique Words,AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,author,function
1,1,11,9,9,0,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,1,0,19,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,1,akat,solve
1,1,9,7,7,0,9,0,1,0,2,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,8,0,0,7,0,1,1,1,21,1,1,1,0,2,1,0,0,1,0,0,7,1,17,2,0,1,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,1,0,3,6,0,akat,main
1,0.75,50,28,28,0,19,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,5,0,0,0,0,60,1,0,0,0,0,0,0,0,6,0,0,1,0,38,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,akat,solve
1,1,9,7,7,0,9,0,1,0,2,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,8,0,0,7,0,1,1,1,21,1,1,1,0,2,1,0,0,1,0,0,7,1,17,2,0,1,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,1,0,3,6,0,akat,main
1,1,9,6,6,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,0,0,0,0,24,1,0,0,0,0,0,0,0,2,0,0,1,0,17,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,akat,solve
1,1,9,7,7,0,9,0,1,0,2,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,8,0,0,7,0,1,1,1,21,1,1,1,0,2,1,0,0,1,0,0,7,1,17,2,0,1,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,1,0,3,6,0,akat,main
1,1,75,40,40,0,34,0,0,18,26,0,0,4,0,0,0,0,0,0,8,0,11,0,0,0,0,0,20,0,0,5,0,0,0,0,97,3,0,0,0,0,0,1,0,7,0,0,1,0,87,15,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,2,akat,solve
1,1,9,7,7,0,9,0,1,0,2,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,8,0,0,7,0,1,1,1,21,1,1,1,0,2,1,0,0,1,0,0,7,1,17,2,0,1,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,1,0,3,6,0,akat,main
1,1,78,40,40,0,33,0,0,18,26,0,0,6,0,0,0,0,0,0,7,0,20,0,0,0,0,0,29,0,1,5,0,0,0,0,112,4,0,0,0,0,0,3,0,6,0,0,1,0,114,20,4,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,akat,solve
1,1,9,7,7,0,9,0,1,0,2,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,8,0,0,7,0,1,1,1,21,1,1,1,0,2,1,0,0,1,0,0,7,1,17,2,0,1,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,1,0,3,6,0,akat,main
1,1,78,42,42,0,20,0,0,23,42,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,7,0,0,0,0,99,1,0,0,0,0,0,0,0,7,0,0,1,0,87,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,akat,solve
1,1,9,7,7,0,9,0,1,0,2,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,8,0,0,7,0,1,1,1,21,1,1,1,0,2,1,0,0,1,0,0,7,1,17,2,0,1,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,1,0,3,6,0,akat,main
1,1,39,22,22,0,18,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,4,0,0,0,0,37,1,0,0,0,0,0,0,0,1,0,0,1,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,akat,solve
0,1,0,0,6,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,akazakov,bitCount
0,0.88,0,0,72,0,38,0,0,40,67,0,3,2,0,0,0,0,0,0,12,0,8,0,0,0,0,0,32,0,1,21,1,0,0,0,154,11,0,0,0,0,0,12,0,8,0,0,1,0,184,58,28,42,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,14,0,0,0,1,akazakov,checkPosition
1,0.5,0,0,10,0,25,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,7,2,0,0,0,0,15,0,0,7,0,1,1,1,30,2,1,1,0,2,1,0,0,1,0,0,7,1,33,5,0,1,1,1,3,0,2,2,0,16,0,3,7,1,0,3,0,1,0,3,6,0,akazakov,main
0,1,0,0,23,0,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,1,0,0,0,13,2,0,0,0,0,0,0,0,2,0,0,1,0,10,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,akazakov,output_1cell
0,1,0,0,26,0,30,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,12,2,0,0,0,0,0,0,0,1,0,0,1,0,15,4,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,1,0,0,0,0,akazakov,getTime
1,0.5,0,0,9,0,22,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,12,0,0,7,0,1,1,1,24,2,1,1,0,2,1,0,0,1,0,0,7,1,27,5,0,1,1,1,3,0,2,2,0,16,0,3,6,1,0,3,0,1,0,3,6,0,akazakov,main
1,0.5,0,0,9,0,22,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,4,2,0,0,0,0,12,0,0,7,0,1,1,1,24,2,1,1,0,2,1,0,0,1,0,0,7,1,27,5,0,1,1,1,3,0,2,2,0,16,0,3,6,1,0,3,0,1,0,3,6,0,akazakov,main
0,0,0,0,8,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,akazakov,bitCount
0,0,0,0,36,0,42,0,0,0,5,0,0,3,0,0,0,0,0,0,3,1,4,0,0,0,6,0,8,0,0,4,0,0,0,0,19,3,0,0,0,0,0,2,0,2,0,0,0,0,24,3,2,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,akazakov,checkSolution
1,0.5,0,0,10,0,25,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,7,2,0,0,0,0,15,0,0,7,0,1,1,1,30,2,1,1,0,2,1,0,0,1,0,0,7,1,33,5,0,1,1,1,3,0,2,2,0,16,0,3,7,1,0,3,0,1,0,3,6,0,akazakov,main
1,0.5,0,0,11,0,29,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,7,2,0,0,0,0,17,0,0,7,0,1,1,1,32,2,1,1,0,2,1,0,0,1,0,0,7,1,38,6,0,1,1,1,3,0,2,2,0,16,0,3,7,1,0,3,0,1,0,3,6,0,akazakov,main
1,0.5,0,0,10,0,25,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,7,2,0,0,0,0,15,0,0,7,0,1,1,1,30,2,1,1,0,2,1,0,0,1,0,0,7,1,33,5,0,1,1,1,3,0,2,2,0,16,0,3,7,1,0,3,0,1,0,3,6,0,akazakov,main
0,1,0,0,45,0,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,akazakov,bitCnt
1,0,0,0,6,0,11,0,0,3,4,25,0,0,0,0,0,0,0,0,0,19,0,30,0,0,4,0,3,0,1,26,0,6,15,15,63,34,15,15,0,15,0,0,15,1,0,0,34,7,90,43,0,19,15,15,4,1,0,17,0,55,0,21,0,0,0,7,2,16,1,0,0,0,akazakov,load
1,0.33,0,0,29,0,56,0,1,0,5,0,0,4,4,0,4,0,2,1,7,4,11,3,2,0,0,0,27,0,0,12,0,1,2,2,57,7,2,2,0,4,1,1,2,2,0,0,9,1,65,9,2,9,2,2,3,0,2,4,0,19,0,5,9,1,0,3,0,4,0,3,6,0,akazakov,main
1,0,0,0,17,0,25,0,0,0,102,6,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,320,0,0,137,15,1,0,0,1162,150,0,0,0,0,1,1,0,0,10,0,178,9,1022,155,1,2,0,0,1,0,0,55,0,566,1,136,0,0,0,0,0,46,0,15,17,0,akazakov,print
1,0,0,0,1,0,2,0,7,0,12,3,2,9,14,0,13,4,4,0,10,47,7,12,3,0,38,0,46,0,0,53,0,3,5,5,66,4,5,5,0,9,7,8,8,0,0,6,49,6,84,11,9,57,5,5,4,0,4,2,0,103,0,22,0,3,0,11,5,11,2,1,1,0,akazakov,read
1,0,0,0,1,0,2,0,0,0,10,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,11,0,10,0,0,6,0,0,0,0,22,4,0,0,0,0,0,1,0,1,0,0,0,0,29,3,1,15,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,akazakov,solve
1,0.33,0,0,29,0,56,0,1,0,5,0,0,4,4,0,4,0,2,1,7,4,11,3,2,0,0,0,27,0,0,12,0,1,2,2,57,7,2,2,0,4,1,1,2,2,0,0,9,1,65,9,2,9,2,2,3,0,2,4,0,19,0,5,9,1,0,3,0,4,0,3,6,0,akazakov,main
1,0,0,0,36,0,51,0,0,0,102,6,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,320,0,0,137,15,1,0,0,1162,150,0,0,0,0,1,1,0,0,10,0,178,9,1022,155,1,2,0,0,1,0,0,55,0,566,1,136,0,0,0,0,0,46,0,15,17,0,akazakov,print
1,0,0,0,1,0,2,0,7,0,14,3,2,9,14,0,13,4,4,0,11,47,8,12,3,0,38,0,48,0,0,54,0,3,5,5,76,6,5,5,0,9,7,8,8,1,0,6,49,6,94,12,9,60,5,5,4,0,4,2,0,103,0,22,0,3,0,11,5,12,2,1,1,0,akazakov,read
1,0,0,0,1,0,2,0,0,0,3,0,0,6,0,0,0,0,0,0,6,3,3,0,0,0,9,0,13,0,1,6,0,0,0,0,15,1,0,0,0,0,0,2,0,0,0,0,0,0,18,2,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,akazakov,solve
0,1,0,0,20,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,akazakov,gcd
1,0.33,0,0,29,0,56,0,1,0,5,0,0,4,4,0,4,0,2,1,7,4,11,3,2,0,0,0,27,0,0,12,0,1,2,2,57,7,2,2,0,4,1,1,2,2,0,0,9,1,65,9,2,9,2,2,3,0,2,4,0,19,0,5,9,1,0,3,0,4,0,3,6,0,akazakov,main
1,0,0,0,4,0,16,0,0,0,102,6,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,320,0,0,137,15,1,0,0,1162,150,0,0,0,0,1,1,0,0,10,0,178,9,1022,155,1,2,0,0,1,0,0,55,0,566,1,136,0,0,0,0,0,46,0,15,17,0,akazakov,print
1,0,0,0,1,0,2,0,7,0,12,3,2,9,14,0,13,4,4,0,10,47,4,12,3,0,37,0,44,0,0,53,0,3,5,5,63,4,5,5,0,9,7,8,8,0,0,6,49,6,83,11,9,56,5,5,4,0,4,2,0,103,0,22,1,3,0,11,5,13,2,1,1,0,akazakov,read
1,0,0,0,1,0,2,0,0,0,6,0,0,2,0,0,0,0,0,0,2,3,5,0,0,0,14,0,9,0,5,7,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,17,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,2,akazakov,solve
1,0.75,477,154,175,0,44,0,1,32,78,2,1,2,2,0,2,0,1,0,1,2,42,2,0,0,0,0,50,0,0,42,0,1,1,1,253,33,1,1,0,2,1,0,0,26,0,0,7,1,229,70,0,1,1,1,3,1,2,10,0,16,0,3,16,1,0,3,0,29,0,3,6,0,akhtyamovpavel,main
1,0.56,57,29,29,0,35,0,1,0,10,0,0,2,2,0,2,0,1,0,1,2,15,2,0,0,0,0,26,0,3,9,0,1,1,1,70,8,1,1,0,2,1,2,0,2,0,0,7,1,65,10,2,1,1,1,3,0,2,2,0,16,0,3,6,1,0,3,0,2,0,3,6,0,akhtyamovpavel,main
1,0.36,104,46,46,0,31,0,1,11,12,0,0,2,2,0,2,0,1,0,1,2,14,2,0,0,0,0,22,0,0,16,0,1,1,1,85,14,1,1,0,2,1,0,0,7,0,0,7,1,78,22,0,1,1,1,3,0,2,2,0,16,0,2,8,1,0,3,0,12,0,3,6,0,akhtyamovpavel,main
1,0.88,19,0,19,0,23,0,1,0,5,0,0,2,2,0,2,0,1,0,1,2,9,2,0,0,0,0,16,0,0,10,0,1,1,1,45,6,1,1,0,2,1,0,0,3,0,0,7,1,40,8,0,1,1,1,3,0,2,3,0,16,0,3,6,1,0,3,0,4,0,3,6,0,akhtyamovpavel,main
1,0.69,82,13,54,0,46,0,1,15,13,0,2,5,2,0,2,0,1,0,9,2,15,2,0,0,0,0,32,0,2,18,0,1,1,1,104,17,1,1,0,2,1,2,0,8,0,0,7,1,111,20,2,9,1,1,3,1,2,2,0,16,0,3,7,1,0,3,0,10,0,3,6,0,akhtyamovpavel,main
0,0.88,0,0,31,0,37,0,0,19,43,0,7,2,0,0,0,0,0,0,5,0,4,0,0,0,0,0,11,0,0,6,0,0,0,0,83,7,0,0,0,0,0,2,0,3,0,0,1,0,97,14,4,7,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,6,0,0,0,1,akhtyamovpavel,bfs
1,0.8,0,0,60,0,39,0,1,3,24,0,2,2,2,0,2,0,1,0,4,2,14,2,0,0,0,0,25,0,2,15,0,1,1,1,99,13,1,1,0,2,1,0,0,7,0,0,7,1,93,18,0,4,1,1,3,1,2,3,0,16,0,3,6,1,0,3,0,8,0,3,6,0,akhtyamovpavel,main
1,1,0,0,6,0,9,0,6,0,19,0,4,1,8,0,0,12,0,1,0,69,8,13,15,0,0,1,23,2,1,29,2,3,7,7,103,6,7,7,22,7,0,1,3,0,0,0,47,43,32,5,1,12,7,7,0,0,9,0,1,243,0,11,0,33,17,116,0,27,20,0,0,4,akhtyamovpavel,check
0,1,0,0,3,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,akhtyamovpavel,gcd
1,0.7,2,0,50,0,38,0,1,0,19,0,0,3,2,0,2,0,1,0,3,2,15,2,0,0,0,0,26,0,3,15,0,1,1,1,79,11,1,1,0,2,1,0,0,3,0,0,7,1,89,19,0,3,1,1,3,1,2,2,0,16,0,3,9,1,0,3,0,5,0,3,6,1,akhtyamovpavel,main
0,1,55,26,26,0,27,0,0,20,23,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,9,0,0,0,0,64,4,0,0,0,0,0,1,0,1,0,0,2,0,73,8,1,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,1,akhtyamovpavel,dfs
0,1,24,13,13,0,15,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,akhtyamovpavel,dfs_wrapper
1,0.9,43,0,33,0,34,0,1,4,9,0,0,2,2,0,2,0,1,0,1,2,13,2,0,0,0,0,22,0,0,13,0,1,1,1,77,10,1,1,0,2,1,0,0,7,0,0,7,1,65,12,0,1,1,1,3,0,2,2,0,16,0,3,6,1,0,3,0,9,0,3,6,0,akhtyamovpavel,main
0,1,0,0,7,0,15,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,9,2,0,0,0,0,0,1,0,1,0,0,1,0,6,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,akhtyamovpavel,build_mask
1,0.5,6,0,43,0,42,0,1,2,12,0,2,4,2,0,2,0,1,1,3,2,15,2,0,0,0,0,27,0,1,14,0,1,1,1,85,13,1,1,0,2,1,2,0,6,0,0,7,1,80,14,1,3,1,1,3,0,2,2,0,16,0,3,7,1,0,3,0,8,0,3,6,0,akhtyamovpavel,main
1,0.86,0,0,25,0,26,0,0,6,8,0,2,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,17,0,0,6,0,0,0,0,48,6,0,0,0,0,0,1,0,3,0,0,1,0,52,8,1,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,akhtyamovpavel,solve
1,0.64,2,0,51,0,31,0,1,0,14,0,0,16,2,0,2,0,1,0,11,2,17,2,0,0,0,0,36,0,0,15,0,1,1,1,97,13,1,1,0,2,1,4,0,7,0,0,7,1,72,15,10,11,1,1,3,0,2,0,0,16,0,3,3,1,0,3,0,11,0,3,6,0,Akitsukineko,main
1,0.86,3,0,81,0,21,0,1,0,47,0,0,2,2,0,2,0,1,0,1,2,39,2,0,0,0,0,42,0,0,27,0,1,1,1,139,11,1,1,0,2,1,0,0,7,0,0,7,1,124,32,0,1,1,1,3,0,2,9,0,16,0,3,20,1,0,3,0,11,0,3,6,0,Akitsukineko,main
1,0.88,4,0,33,0,29,0,1,0,12,0,0,2,2,0,2,0,1,0,3,2,9,2,0,0,0,0,14,0,3,10,0,1,1,1,53,8,1,1,0,2,1,0,0,1,0,0,7,1,51,13,0,3,1,1,3,0,2,1,0,16,0,3,2,1,0,3,0,2,0,3,6,1,Akitsukineko,main
1,0.8,1,0,52,0,29,0,1,2,16,0,0,2,2,0,2,0,1,0,1,2,14,2,0,0,0,0,17,0,0,18,0,1,1,1,69,13,1,1,0,2,1,0,0,6,0,0,7,1,51,23,0,1,1,1,3,0,2,2,0,16,0,3,4,1,0,3,0,7,0,3,6,0,Akitsukineko,main
0,1,0,0,6,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Akitsukineko,bitcount
1,0.81,3,0,106,0,42,0,1,22,32,0,6,4,2,0,2,0,1,0,7,2,21,2,0,0,0,0,32,0,0,26,0,1,1,1,137,25,1,1,0,2,1,0,0,13,0,0,7,1,143,29,0,7,1,1,3,0,2,0,0,16,0,3,6,1,0,3,0,13,0,3,6,0,Akitsukineko,main
1,0.9,2,0,41,0,26,0,1,0,11,0,1,2,2,0,2,0,1,0,1,2,9,2,0,0,0,0,12,0,0,12,0,1,1,1,52,12,1,1,0,2,1,0,0,3,0,0,7,1,36,13,0,1,1,1,3,0,2,1,0,16,0,3,2,1,0,3,0,4,0,3,6,0,Akitsukineko,main
1,0.64,2,0,81,0,39,0,1,0,25,0,3,8,2,0,2,0,1,0,13,2,39,2,0,0,0,0,54,0,3,19,0,1,1,1,145,20,1,1,0,2,1,2,0,9,0,0,7,1,152,25,2,13,1,1,3,0,2,3,0,16,0,3,4,1,0,3,0,11,0,3,6,0,Akitsukineko,main
1,0.71,1,0,61,0,20,0,1,6,41,0,0,2,2,0,2,0,1,0,1,2,49,2,0,0,0,0,52,0,0,18,0,1,1,1,132,13,1,1,0,2,1,0,0,1,0,0,7,1,135,86,0,1,1,1,3,0,2,0,0,16,0,3,18,1,0,3,0,1,0,3,6,0,Akitsukineko,main
1,0.64,2,0,50,0,27,0,1,0,14,2,0,8,2,0,2,0,1,0,3,2,15,2,0,0,0,0,20,0,1,12,0,1,1,1,63,12,1,1,0,2,1,3,0,4,0,0,7,1,69,17,3,3,1,1,3,0,2,2,0,16,0,3,7,1,0,3,0,4,0,3,6,0,Akitsukineko,main
1,0.75,0,0,36,0,31,0,1,6,8,0,0,4,2,0,2,0,1,0,6,2,12,2,0,0,0,0,22,0,0,10,0,1,1,1,76,10,1,1,0,2,1,2,0,5,0,0,7,1,68,9,2,6,1,1,3,0,2,0,0,16,0,2,3,1,0,3,0,8,0,3,6,0,AKM,main
1,1,0,0,18,0,21,0,1,0,11,0,0,2,2,0,2,0,1,0,2,2,10,2,0,0,0,0,15,0,1,8,0,1,1,1,48,6,1,1,0,2,1,0,0,1,0,0,7,1,45,8,0,2,1,1,3,0,2,2,0,16,0,2,2,1,0,3,0,2,0,3,6,1,AKM,main
1,0.62,0,0,32,0,22,0,1,10,11,0,0,2,2,0,2,0,1,0,1,2,14,2,0,0,0,0,17,0,0,8,0,1,1,1,75,11,1,1,0,2,1,0,0,7,0,0,7,1,63,17,0,1,1,1,3,0,2,0,0,16,0,2,4,1,0,3,0,10,0,3,6,0,AKM,main
1,1,0,0,14,0,16,0,1,0,5,0,0,2,2,0,2,0,1,0,1,2,9,2,0,0,0,0,12,0,0,7,0,1,1,1,41,6,1,1,0,2,1,0,0,3,0,0,7,1,30,5,0,1,1,1,3,0,2,1,0,16,0,2,2,1,0,3,0,4,0,3,6,0,AKM,main
1,0.9,0,0,48,0,39,0,1,15,11,0,2,5,2,0,2,0,1,0,9,2,15,2,0,0,0,0,29,0,0,12,0,1,1,1,97,10,1,1,0,2,1,1,0,4,0,0,7,1,90,9,1,9,1,1,3,0,2,0,0,16,0,2,4,1,0,3,0,9,0,3,6,2,AKM,main
1,0.85,0,0,70,0,44,0,1,7,25,0,3,4,2,0,2,0,1,0,17,2,20,2,0,1,0,0,41,0,2,13,0,1,1,1,123,16,1,1,0,2,1,3,0,5,0,0,7,1,125,12,4,18,1,1,3,0,2,0,0,16,0,2,3,1,0,3,0,8,0,3,6,4,AKM,main
1,1,0,0,1,0,4,0,10,3,75,0,15,14,39,0,32,7,13,0,10,76,4,36,4,0,38,0,44,14,0,75,31,3,22,22,132,16,22,22,33,35,7,1,48,0,0,0,38,8,183,90,1,62,22,22,0,1,31,10,6,181,0,34,8,48,9,29,4,22,13,0,0,0,AKM,val
1,1,0,0,17,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,23,1,0,0,0,0,0,0,0,1,0,0,1,0,19,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,AKM,BT
1,1,0,0,17,0,26,0,0,9,8,0,2,0,0,0,0,0,0,0,3,2,4,12,0,1,0,0,25,0,0,21,0,10,6,6,77,4,6,6,9,6,10,1,0,1,0,0,30,3,70,15,2,5,6,6,0,0,0,0,0,35,0,19,2,27,0,16,0,7,1,4,4,0,AKM,add
1,1,0,0,6,0,17,0,0,6,6,0,1,0,14,0,0,0,3,0,1,13,3,19,0,0,0,0,6,3,0,7,0,0,12,12,28,3,12,12,1,15,0,0,3,1,0,0,15,6,40,9,0,3,12,12,0,0,4,0,0,51,0,2,2,21,0,24,0,3,0,1,1,0,AKM,del
1,1,0,0,14,0,18,0,1,1,3,0,0,2,2,0,2,0,1,0,1,2,11,2,0,0,0,0,15,0,0,7,0,1,1,1,41,3,1,1,0,2,1,0,0,2,0,0,7,1,32,5,0,1,1,1,3,0,2,0,0,16,0,2,3,1,0,3,0,2,0,3,6,0,AKM,main
1,1,0,0,31,0,18,0,0,24,28,0,4,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,20,0,0,2,0,0,0,0,102,4,0,0,0,0,0,0,0,4,0,0,1,0,127,18,0,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,AKM,BT
1,1,0,0,19,0,22,0,1,0,3,0,0,4,2,0,2,0,1,0,5,2,8,2,0,1,0,0,17,0,0,8,0,1,1,1,42,5,1,1,0,2,1,2,0,2,0,0,7,1,26,5,3,5,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,2,0,3,6,0,AKM,main
1,1,0,0,32,0,27,0,1,0,9,0,0,4,2,0,2,0,1,0,5,2,11,2,0,0,0,0,19,0,0,10,0,1,1,1,60,6,1,1,0,2,1,1,0,2,0,0,7,1,41,6,2,5,1,1,3,0,2,0,0,16,0,2,2,1,0,3,0,9,0,3,6,1,AKM,main
1,0.29,0,0,10,0,14,0,0,0,1,0,0,5,0,0,0,0,0,0,7,0,4,0,0,0,0,0,12,0,0,4,0,0,0,0,20,5,0,0,0,0,0,5,0,0,0,0,1,0,20,1,6,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,aknow,cheat
1,0.75,0,0,20,0,23,0,1,0,3,0,0,6,2,0,2,0,1,0,5,2,7,2,0,0,0,0,19,0,0,9,0,1,1,1,48,5,1,1,0,2,1,1,0,3,0,0,7,1,41,5,0,5,1,1,3,0,2,0,0,16,0,3,5,1,0,3,0,4,0,3,6,0,aknow,main
1,0.38,0,0,11,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,4,0,0,0,0,0,13,0,0,4,0,0,0,0,23,6,0,0,0,0,0,5,0,0,0,0,2,1,22,1,7,8,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,1,0,aknow,normal
1,0,0,0,0,0,20,0,0,0,25,0,1,0,0,0,0,17,0,0,0,30,5,16,15,0,9,1,25,0,0,28,0,5,12,12,53,13,12,12,24,12,1,0,15,0,0,0,13,7,46,28,0,29,12,12,0,1,9,3,0,78,0,16,1,23,2,25,5,5,9,7,7,0,aknow,size
