empty_lines,non_empty_lines,average_line_length,line_length_deviation,words,unique_words,chars,tabulators,spaces,tab_indents,space_indents,prefers_tabs_over_spaces,whitespace_to_character_ratio,comments,comment_readability,one_line_to_all_comments,multi_line_to_all_comments,inline_to_all_comments,unindented_comments_to_all,preprocessor_directives,define_name_readability,using_stl_libraries,all_keywords,if_keywords,else_keywords,for_keywords,while_keywords,switch_keywords,do_keywords,variable_name_readability,custom_types,custom_type_name_readability,functions,function_name_readability,function_average_length,function_length_deviation,function_block_braces,nesting_depth,average_parameter_count,parameter_count_deviation,commands,average_commands_per_line,ternary_operations,negation_operator,uses_united_declarations,uses_range_based_for,creation_order,author
0.20,0.80,12.66,12.05,176,63,937,76,156,32,0.81,1,0.25,0,0,0,0,0,0,1,0,1,8,2,1,5,0,0,0,0,1,0,0,0,0,0,3,4,0,0,32,0.55,0,0,1,0,0,ACube
0.17,0.83,14.28,12.55,376,69,1756,119,273,48,0.80,1,0.22,4,0.89,1.00,0,0,1.00,1,0,1,19,9,2,8,0,0,0,0,1,0,2,0.50,17.50,4.50,2,4,2.00,0.00,70,0.69,0,0,1,0,0,ACube
0.00,1.00,21.34,12.88,124,45,619,0,155,0,0.64,0,0.25,0,0,0,0,0,0,1,0,0,7,2,1,4,0,0,0,0,1,0,0,0,0,0,3,3,0,0,30,1.07,0,0,1,0,0,adi.pearl
0.00,1.00,15.39,12.02,255,47,1062,0,490,0,0.85,0,0.46,3,0.88,1.00,0,0,0,1,0,0,20,10,5,4,1,0,0,0,1,0,1,1.00,46.00,0.00,1,3,3.00,0.00,48,0.71,0,1,1,0,0,adi.pearl
0.00,1.00,18.80,11.61,113,45,564,0,137,0,0.66,0,0.24,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,1,0,1,1.00,9.00,0.00,1,5,2.00,0.00,25,0.86,1,0,1,0,0,adi.pearl
0.00,1.00,20.19,11.75,134,48,646,0,214,0,0.74,0,0.33,0,0,0,0,0,0,1,0,1,12,3,2,7,0,0,0,0,1,0,0,0,0,0,3,4,0,0,38,1.23,0,0,1,0,0,adi.pearl
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,adi.pearl
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,adi.pearl
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,adi.pearl
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,adi.pearl
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,adi.pearl
0.18,0.82,11.68,10.19,173,61,911,94,131,38,0.83,1,0.25,2,0.67,1.00,0,0,0,1,0,1,12,4,2,6,0,0,0,0,1,0,0,0,0,0,3,4,0,0,38,0.60,0,0,1,0,0,ADJA
0.22,0.78,11.95,9.29,117,58,717,43,81,20,0.72,1,0.17,2,0.67,1.00,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,3,3,0,0,25,0.54,0,0,1,0,0,ADJA
0.14,0.86,13.29,10.08,167,63,930,67,206,34,0.75,1,0.29,2,0.67,1.00,0,0,0,1,0,1,14,4,3,7,0,0,0,0,1,0,0,0,0,0,3,3,0,0,40,0.68,0,0,1,0,0,ADJA
0.22,0.78,12.27,9.89,98,47,552,26,74,13,0.68,1,0.18,2,0.67,1.00,0,0,0,1,0,1,4,1,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,17,0.50,0,0,1,0,0,ADJA
0.21,0.79,11.06,9.65,215,79,1106,155,145,51,0.92,1,0.27,2,0.67,1.00,0,0,0,1,0,1,14,5,1,5,2,0,1,0,1,0,0,0,0,0,3,4,0,0,50,0.64,0,0,1,0,0,ADJA
0.11,0.89,12.14,10.53,259,72,1384,251,213,73,0.86,1,0.34,2,0.67,1.00,0,0,0,1,0,1,21,8,4,9,0,0,0,0,1,0,0,0,0,0,3,4,0,0,61,0.61,0,0,0,0,0,ADJA
0.13,0.87,11.99,10.05,248,71,1199,108,218,50,0.74,1,0.27,2,0.67,1.00,0,0,0,1,0,1,15,5,2,8,0,0,0,0,1,0,2,1.00,20.50,7.50,1,3,1.50,0.50,57,0.66,0,0,1,0,0,ADJA
0.21,0.79,10.52,10.86,176,53,852,88,272,8,0.89,1,0.42,6,0.79,0.33,0.67,0,0,1,0,1,10,2,1,7,0,0,0,0,1,0,0,0,0,0,3,3,0,0,40,0.63,0,0,1,0,0,ADJA
0.20,0.80,11.93,9.68,116,50,644,39,85,19,0.71,1,0.19,2,0.67,1.00,0,0,0,1,0,1,4,1,0,2,1,0,0,0,1,0,0,0,0,0,3,3,0,0,22,0.52,0,0,1,0,0,ADJA
0.09,0.91,10.76,8.55,145,41,710,0,222,0,0.66,0,0.31,0,0,0,0,0,0,1,0,1,9,2,2,5,0,0,0,0,1,0,3,0.33,10.67,1.78,1,3,0.00,0.00,35,0.59,0,0,1,0,0,Adrian.Orzepowski
0.07,0.93,12.82,8.33,111,43,564,0,142,0,0.60,0,0.25,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,1,0,1,1.00,16.00,0.00,1,2,0.00,0.00,22,0.55,0,0,1,0,0,Adrian.Orzepowski
0.08,0.92,13.88,9.74,154,49,819,0,218,0,0.68,0,0.27,0,0,0,0,0,0,1,0,1,6,2,0,3,0,1,0,0,1,0,2,1.00,14.00,5.00,1,3,0.00,0.00,36,0.68,0,0,1,0,0,Adrian.Orzepowski
0.08,0.92,12.21,8.51,88,39,476,0,113,0,0.54,0,0.24,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,1,0,1,0.00,11.00,0.00,1,3,0.00,0.00,17,0.49,0,0,1,0,0,Adrian.Orzepowski
0.05,0.95,11.30,9.27,169,46,859,0,350,0,0.79,0,0.41,0,0,0,0,0,0,1,0,1,14,6,1,7,0,0,0,0,1,0,1,1.00,48.00,0.00,1,6,0.00,0.00,42,0.59,0,0,0,0,0,Adrian.Orzepowski
0.12,0.88,11.43,10.08,263,54,1200,0,414,0,0.78,0,0.34,0,0,0,0,0,0,1,0,1,16,5,0,10,1,0,0,0,1,0,6,0.50,10.83,1.83,1,4,0.67,0.67,64,0.70,0,0,1,0,0,Adrian.Orzepowski
0.08,0.92,13.94,9.96,171,60,892,0,229,0,0.71,0,0.26,0,0,0,0,0,0,1,0,1,10,2,0,6,1,0,1,0,1,0,2,1.00,16.50,5.50,1,4,0.50,0.50,41,0.71,0,0,0,0,0,Adrian.Orzepowski
0.09,0.91,11.05,8.53,123,44,619,0,183,0,0.68,0,0.30,0,0,0,0,0,0,1,0,1,7,3,1,2,1,0,0,0,1,0,2,0.50,13.50,7.50,1,2,1.00,1.00,25,0.50,0,0,1,0,0,Adrian.Orzepowski
0.07,0.93,10.64,9.26,432,68,1862,0,799,0,0.81,0,0.43,3,0.89,1.00,0,0,0,1,0,1,18,5,0,8,3,2,0,0,1,0,7,1.00,17.00,10.00,1,3,1.29,1.18,99,0.61,0,0,1,0,0,Adrian.Orzepowski
0.09,0.91,15.64,14.99,142,67,688,47,113,28,0.82,1,0.23,0,0,0,0,0,0,1,0,0,10,5,0,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,27,0.69,0,0,0,0,0,AdrianKuegel
0.07,0.93,12.07,9.85,77,28,362,51,60,21,0.85,1,0.31,0,0,0,0,0,0,1,0,1,5,2,1,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,19,0.70,0,0,1,0,0,AdrianKuegel
0.04,0.96,12.00,11.15,165,42,672,134,126,47,0.92,1,0.39,5,1.00,1.00,0,0,0,1,0,0,8,3,1,4,0,0,0,0,1,0,0,0,0,0,3,4,0,0,29,0.55,0,0,1,0,0,AdrianKuegel
0.05,0.95,14.62,11.36,204,44,848,148,118,44,0.87,1,0.31,3,1.00,1.00,0,0,0,1,0,1,11,4,0,7,0,0,0,0,1,0,0,0,0,0,3,5,0,0,39,0.72,0,0,1,0,0,AdrianKuegel
0.08,0.92,12.42,10.44,152,55,795,99,82,45,0.86,1,0.23,2,0.90,1.00,0,0,0,1,0,1,8,3,0,4,1,0,0,0,1,0,1,0.00,13.00,0.00,2,4,1.00,0.00,37,0.64,1,0,1,1,0,AdrianKuegel
0.05,0.95,12.74,8.24,105,35,535,59,69,24,0.67,1,0.24,0,0,0,0,0,0,1,0,1,6,1,0,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,27,0.69,0,0,1,0,0,AdrianKuegel
0.03,0.97,15.95,12.65,211,65,1021,147,151,50,0.85,1,0.29,2,1.00,1.00,0,0,0,1,0,1,13,4,3,4,2,0,0,0,1,0,0,0,0,0,3,4,0,0,35,0.57,0,1,1,0,0,AdrianKuegel
0.04,0.96,12.91,10.77,127,34,581,87,69,34,0.86,1,0.27,1,0.80,1.00,0,0,0,1,0,1,7,3,0,4,0,0,0,0,1,0,0,0,0,0,3,4,0,0,30,0.71,1,0,1,0,0,AdrianKuegel
0.08,0.92,11.88,9.99,175,41,713,103,118,42,0.87,1,0.31,1,1.00,1.00,0,0,0,1,0,1,6,1,1,4,0,0,0,0,1,0,1,1.00,4.00,0.00,2,3,2.00,0.00,38,0.70,0,0,1,0,0,AdrianKuegel
0.02,0.98,17.54,11.44,215,51,1035,53,164,40,0.79,1,0.21,7,1.00,1.00,0,0,0,1,0,1,11,2,2,7,0,0,0,0,1,0,0,0,0,0,3,4,0,0,51,0.89,0,0,0,0,0,adrianvidal
0.05,0.95,14.91,13.16,1527,100,6767,699,1790,335,1.00,1,0.37,395,0.95,0.04,0.93,0.03,0,1,0,1,176,69,25,81,1,0,0,0,1,0,3,1.00,50.00,30.00,1,5,2.67,0.89,361,0.84,0,1,1,0,0,adrianvidal
0.03,0.97,11.10,8.82,107,37,444,51,95,27,0.84,1,0.33,2,0.86,1.00,0,0,0,1,0,1,7,3,2,1,1,0,0,0,1,0,0,0,0,0,3,3,0,0,21,0.55,0,0,1,0,0,adrianvidal
0.02,0.98,14.39,10.94,119,34,590,42,122,26,0.82,1,0.28,0,0,0,0,0,0,1,0,1,13,5,2,6,0,0,0,0,1,0,0,0,0,0,3,3,0,0,35,0.90,0,0,0,0,0,adrianvidal
0.02,0.98,17.73,10.42,184,53,851,54,135,31,0.78,1,0.22,1,0.86,1.00,0,0,0,1,0,1,16,6,2,8,0,0,0,0,1,0,0,0,0,0,3,4,0,0,42,0.91,0,0,1,0,0,adrianvidal
0.05,0.95,15.73,12.35,79,25,346,12,72,10,0.75,1,0.24,0,0,0,0,0,0,1,0,0,7,2,1,4,0,0,0,0,1,0,0,0,0,0,3,3,0,0,21,1.05,0,0,0,0,0,adrianvidal
0.05,0.95,15.41,10.25,233,58,1140,77,173,42,0.78,1,0.22,9,0.93,0.22,0.78,0,0,1,0,1,12,3,0,9,0,0,0,0,1,0,1,0.00,11.00,0.00,1,4,1.00,0.00,62,0.90,0,0,1,0,0,adrianvidal
0.08,0.92,12.86,10.87,283,54,1235,104,275,60,0.91,1,0.31,32,0.96,0.03,0.97,0,0,1,0,1,24,9,0,11,3,0,1,0,1,0,2,0.50,12.00,0.00,1,4,2.00,0.00,69,0.79,0,0,1,0,0,adrianvidal
0.12,0.88,16.04,10.15,151,55,802,39,101,26,0.74,1,0.17,0,0,0,0,0,0,1,0,1,10,4,3,2,1,0,0,0,1,0,0,0,0,0,3,3,0,0,30,0.70,0,1,0,0,0,adrianvidal
0.04,0.96,16.07,10.29,79,42,434,0,116,0,0.52,0,0.27,2,0.60,1.00,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,3,4,0,0,16,0.64,0,0,1,0,0,AekdyCoin
0.08,0.92,12.66,11.09,249,78,1114,0,523,0,0.74,0,0.47,1,1.00,1.00,0,0,0,1,0,1,11,5,0,3,3,0,0,0,1,0,4,1.00,11.00,5.50,1,3,1.00,0.50,56,0.70,0,0,1,0,0,AekdyCoin
0.09,0.91,15.68,17.00,300,77,1333,0,839,0,0.76,0,0.63,7,1.00,1.00,0,0,0,1,0,1,17,7,1,8,1,0,0,0,1,0,4,0.75,12.00,8.50,1,5,0.00,0.00,60,0.79,0,0,1,0,0,AekdyCoin
0.02,0.98,15.02,15.35,196,72,976,0,795,0,0.68,0,0.81,1,1.00,1.00,0,0,0,1,0,1,16,9,1,4,2,0,0,0,1,0,0,0,0,0,3,5,0,0,47,0.75,1,5,1,0,0,AekdyCoin
0.08,0.92,15.05,11.17,207,64,918,0,283,0,0.60,0,0.31,0,0,0,0,0,0,1,0,1,6,0,0,5,1,0,0,0,1,0,3,1.00,4.00,1.33,1,3,0.33,0.44,45,0.82,0,0,1,0,0,AekdyCoin
0.08,0.92,14.47,9.26,157,64,709,1,191,0,0.59,0,0.27,0,0,0,0,0,0,1,0,1,6,1,0,4,1,0,0,0,1,0,1,0.00,7.00,0.00,1,3,2.00,0.00,35,0.80,0,0,1,0,0,AekdyCoin
0.09,0.91,14.49,11.81,171,65,768,0,334,0,0.68,0,0.43,0,0,0,0,0,0,1,0,1,7,2,0,4,1,0,0,0,1,0,0,0,0,0,3,6,0,0,34,0.72,1,0,1,0,0,AekdyCoin
0.10,0.90,14.48,13.41,179,67,869,0,475,0,0.70,0,0.55,1,1.00,1.00,0,0,0,1,0,1,5,1,0,3,1,0,0,0,1,0,0,0,0,0,3,3,0,0,40,0.75,0,0,1,0,0,AekdyCoin
0.10,0.90,13.76,13.27,231,78,1073,0,577,0,0.74,0,0.54,53,0.88,0.00,0.98,0.02,0,1,0,1,16,6,1,7,2,0,0,0,1,0,3,1.00,7.67,5.56,1,5,1.33,1.78,51,0.74,0,1,1,0,0,AekdyCoin
0.12,0.88,13.16,10.07,171,54,763,58,78,30,0.68,1,0.18,0,0,0,0,0,0,1,0,1,13,3,0,9,1,0,0,0,1,0,0,0,0,0,3,4,0,0,31,0.62,0,1,1,0,0,AEtheReal
0.12,0.88,14.41,10.74,267,62,1239,88,158,53,0.77,1,0.20,0,0,0,0,0,0,1,0,1,26,13,2,10,1,0,0,0,1,0,2,0.50,9.50,3.50,1,4,0.00,0.00,50,0.67,1,0,1,0,0,AEtheReal
0.13,0.87,15.42,10.51,124,50,586,17,65,11,0.50,1,0.14,0,0,0,0,0,0,1,0,1,6,1,0,5,0,0,0,0,1,0,0,0,0,0,3,4,0,0,20,0.62,0,0,1,0,0,AEtheReal
0.08,0.92,15.90,10.59,156,53,779,38,71,21,0.57,1,0.14,0,0,0,0,0,0,1,0,1,14,4,2,8,0,0,0,0,1,0,0,0,0,0,3,5,0,0,27,0.61,0,0,0,0,0,AEtheReal
0.08,0.92,15.42,9.70,215,61,1002,63,89,33,0.64,1,0.15,0,0,0,0,0,0,1,0,1,17,4,1,12,0,0,0,0,1,0,0,0,0,0,3,7,0,0,35,0.59,0,0,1,0,0,AEtheReal
0.08,0.92,17.88,11.94,366,71,1752,137,211,61,0.74,1,0.20,3,0.90,1.00,0,0,0,1,0,1,21,7,2,12,0,0,0,0,1,0,1,1.00,3.00,0.00,1,6,1.00,0.00,72,0.81,0,0,0,0,0,AEtheReal
0.07,0.93,14.49,9.48,278,67,1174,122,141,46,0.69,1,0.22,0,0,0,0,0,0,1,0,1,18,5,1,11,1,0,0,0,1,0,0,0,0,0,3,4,0,0,56,0.76,0,0,1,0,0,AEtheReal
0.11,0.89,12.97,9.23,198,62,934,86,89,36,0.67,1,0.19,0,0,0,0,0,0,1,0,1,14,5,1,8,0,0,0,0,1,0,1,1.00,30.00,0.00,1,5,1.00,0.00,39,0.62,0,0,1,0,0,AEtheReal
0.09,0.91,14.43,9.56,158,53,765,44,64,21,0.55,1,0.14,0,0,0,0,0,0,1,0,1,12,2,1,9,0,0,0,0,1,0,0,0,0,0,3,4,0,0,25,0.53,0,0,1,0,0,AEtheReal
0.12,0.88,18.28,19.03,293,57,1261,0,692,0,0.88,0,0.55,2,1.00,1.00,0,0,0,1,0,1,11,3,0,8,0,0,0,0,1,0,4,0.75,0,0,3,6,1.50,1.50,53,0.88,0,0,1,1,0,afix
0.14,0.86,15.09,16.35,139,36,649,0,347,0,0.86,0,0.53,1,1.00,1.00,0,0,0,0,0,0,11,5,4,2,0,0,0,0,1,0,4,0.50,0,0,3,4,1.00,1.00,31,0.86,0,0,1,0,0,afix
0.11,0.89,13.13,14.90,137,42,709,0,500,0,0.87,0,0.71,0,0,0,0,0,0,1,0,1,13,5,2,5,1,0,0,0,1,0,3,1.00,0,0,3,6,0.33,0.44,36,0.77,0,0,1,0,0,afix
0.17,0.83,16.78,16.54,133,35,604,0,231,0,0.86,0,0.38,2,1.00,0.00,1.00,0,0,0,0,0,10,3,3,4,0,0,0,0,1,0,3,1.00,0,0,3,4,0.33,0.44,29,1.00,0,0,1,0,0,afix
0.11,0.89,17.06,16.02,238,43,1109,0,461,0,0.84,0,0.42,0,0,0,0,0,0,1,0,1,11,4,3,4,0,0,0,0,1,0,4,0.75,15.67,4.44,1,4,1.25,1.38,44,0.77,0,0,1,0,0,afix
0.12,0.88,11.80,11.59,128,42,578,0,276,0,0.81,0,0.48,0,0,0,0,0,0,1,0,1,8,3,0,5,0,0,0,0,1,0,4,0.75,0,0,3,4,0.50,0.50,35,0.83,0,0,1,0,0,afix
0.12,0.88,14.34,11.76,167,41,803,0,296,0,0.83,0,0.37,1,0.50,1.00,0,0,1.00,1,0,1,10,5,1,4,0,0,0,0,1,0,4,1.00,0,0,3,3,0.50,0.50,46,0.96,0,0,1,0,0,afix
0.11,0.89,19.72,16.93,295,55,1400,0,517,0,0.82,0,0.37,3,0.86,1.00,0,0,0.33,1,0,1,12,4,0,7,1,0,0,0,1,0,5,0.80,0,0,3,8,1.60,1.52,51,0.82,1,0,1,0,0,afix
0.13,0.87,12.52,11.64,140,43,676,0,274,0,0.67,0,0.41,2,0.71,1.00,0,0,1.00,1,0,1,7,2,0,5,0,0,0,0,1,0,3,1.00,0,0,3,6,0.33,0.44,29,0.63,0,0,1,0,0,afix
0.15,0.85,14.92,13.70,65,37,388,0,126,0,0.76,0,0.32,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,16,0.76,0,0,0,0,0,AguL
0.05,0.95,12.49,13.18,85,34,462,0,336,0,0.85,0,0.73,0,0,0,0,0,0,1,0,1,4,0,0,3,1,0,0,0,1,0,0,0,0,0,3,2,0,0,26,0.76,0,0,1,0,0,AguL
0.07,0.93,10.96,9.18,101,35,493,103,120,35,0.93,1,0.45,0,0,0,0,0,0,1,0,1,12,6,4,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0,28,0.68,0,0,1,0,0,AguL
0.10,0.90,14.87,10.95,462,111,2305,139,371,71,0.64,1,0.22,0,0,0,0,0,0,1,0,1,18,6,5,7,0,0,0,0,1,0,9,1.00,0,0,3,4,0.44,0.59,80,0.58,0,0,1,0,0,AguL
0.12,0.88,14.05,10.08,341,112,1826,82,258,48,0.56,1,0.19,0,0,0,0,0,0,1,0,1,12,4,3,5,0,0,0,0,1,0,9,0.80,0,0,3,3,0.33,0.44,55,0.48,0,0,1,0,0,AguL
0.10,0.90,14.75,10.35,312,101,1696,80,269,43,0.53,1,0.21,2,1.00,1.00,0,0,0,1,0,1,8,2,2,4,0,0,0,0,1,0,8,1.00,13.40,11.84,1,4,0.25,0.38,52,0.50,0,0,1,0,0,AguL
0.10,0.90,15.58,11.00,323,103,1776,91,285,43,0.54,1,0.21,0,0,0,0,0,0,1,0,1,13,5,2,6,0,0,0,0,1,0,8,1.00,13.20,11.52,1,6,0.25,0.38,53,0.52,0,0,1,0,0,AguL
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,AguL
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,AguL
0.15,0.85,16.08,12.85,714,123,3344,132,511,84,0.91,1,0.19,142,0.89,0.05,0.92,0.03,0.01,1,0,1,42,27,8,6,1,0,0,0,1,0,4,0.75,9.50,8.25,1,5,0.75,0.38,109,0.62,0,0,1,0,0,AHA
0.19,0.81,16.33,13.10,232,118,1176,4,164,4,0.65,1,0.14,1,0.71,1.00,0,0,1.00,1,0,1,4,0,0,4,0,0,0,0,1,0,2,1.00,6.50,4.50,1,5,0.50,0.50,33,0.58,0,0,0,0,0,AHA
0.20,0.80,13.30,10.53,190,75,984,16,128,15,0.69,1,0.15,1,0.71,1.00,0,0,1.00,1,0,1,9,3,0,6,0,0,0,0,1,0,2,1.00,14.50,11.50,1,5,0.50,0.50,36,0.62,0,0,1,0,0,AHA
0.16,0.84,13.08,10.05,325,91,1544,28,226,18,0.71,1,0.16,15,0.93,0.47,0.53,0,0.07,1,0,1,17,7,1,9,0,0,0,0,1,0,4,1.00,13.00,5.50,1,5,0.75,0.75,61,0.62,0,0,1,0,0,AHA
0.14,0.86,13.76,9.50,209,75,1046,12,128,11,0.56,1,0.13,1,0.71,1.00,0,0,1.00,1,0,1,9,1,0,8,0,0,0,0,1,0,2,1.00,12.00,9.00,1,5,0.50,0.50,36,0.56,0,0,0,0,0,AHA
0.19,0.81,13.67,10.96,433,119,2174,59,320,55,0.92,1,0.17,105,0.87,0.18,0.78,0.04,0.01,1,0,1,26,14,2,9,1,0,0,0,1,0,3,0.67,32.00,20.00,1,5,1.00,0.67,87,0.68,0,0,0,0,0,AHA
0.20,0.80,12.59,9.89,233,86,1171,28,147,23,0.75,1,0.15,3,0.80,1.00,0,0,0.67,1,0,1,11,2,1,7,1,0,0,0,1,0,2,1.00,20.50,18.50,1,5,0.50,0.50,43,0.59,0,0,0,0,0,AHA
0.18,0.82,14.37,11.18,218,74,1092,11,135,11,0.62,1,0.13,1,0.71,1.00,0,0,1.00,1,0,1,12,4,0,8,0,0,0,0,1,0,2,1.00,12.00,9.00,1,5,0.50,0.50,36,0.59,0,0,0,0,0,AHA
0.22,0.78,15.69,13.56,693,100,3169,51,442,50,0.95,1,0.16,99,0.79,0.08,0.87,0.05,0.01,1,0,1,38,20,1,17,0,0,0,0,1,0,6,0.50,22.67,7.44,1,7,1.50,1.17,113,0.72,0,0,1,0,0,AHA
0.11,0.89,10.41,7.94,172,66,729,42,191,39,0.77,1,0.32,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,1,0,2,1.00,6.00,2.00,1,3,0.00,0.00,22,0.36,0,0,0,0,0,AHdoc
0.14,0.86,15.18,11.87,138,51,668,29,136,20,0.68,1,0.25,0,0,0,0,0,0,1,0,1,4,1,0,2,1,0,0,0,1,0,1,1.00,11.00,0.00,1,5,1.00,0.00,22,0.59,0,0,1,0,0,AHdoc
0.16,0.84,16.44,14.82,237,52,1019,43,231,31,0.76,1,0.27,0,0,0,0,0,0,1,0,1,7,3,2,2,0,0,0,0,1,0,2,1.00,13.00,0.00,1,6,0.00,0.00,32,0.63,1,0,1,0,0,AHdoc
0.00,1.00,25.63,18.31,148,42,692,13,148,13,0.50,1,0.23,2,0.67,1.00,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,2,1.00,5.50,4.50,1,3,3.50,2.50,21,0.81,1,0,1,0,0,AHdoc
0.17,0.83,19.06,17.31,213,63,1029,26,186,22,0.70,1,0.21,0,0,0,0,0,0,1,0,1,8,5,1,2,0,0,0,0,1,0,3,1.00,7.33,2.22,1,4,0.67,0.89,35,0.80,0,0,1,0,0,AHdoc
0.18,0.82,22.63,20.83,648,67,2829,128,642,91,0.97,1,0.27,7,1.00,1.00,0,0,0,1,0,0,30,28,0,2,0,0,0,0,1,0,5,0.60,18.80,12.08,1,5,0.80,0.96,102,1.00,0,0,1,0,0,AHdoc
0.11,0.89,12.40,11.40,124,41,583,57,150,28,0.80,1,0.36,0,0,0,0,0,0,1,0,0,6,3,1,1,1,0,0,0,1,0,2,1.00,11.00,6.00,1,3,0.00,0.00,28,0.68,0,0,0,0,0,AHdoc
0.10,0.90,14.76,13.30,153,43,753,58,190,33,0.84,1,0.33,0,0,0,0,0,0,1,0,0,13,9,3,1,0,0,0,0,1,0,2,1.00,14.50,10.50,1,4,0.00,0.00,32,0.71,0,0,1,0,0,AHdoc
0.10,0.90,16.30,15.63,384,60,1711,265,379,76,0.89,1,0.38,1,1.00,1.00,0,0,0,1,0,0,22,15,6,1,0,0,0,0,1,0,4,0.75,19.00,21.00,1,7,1.50,1.50,46,0.49,0,0,1,0,0,AHdoc
0.13,0.87,15.08,15.92,265,59,1282,0,835,0,0.97,0,0.65,2,0.73,1.00,0,0,0,1,0,1,23,11,2,10,0,0,0,0,1,0,1,0.00,23.00,0.00,1,4,2.00,0.00,63,0.86,0,0,1,0,0,AhmedSalem
0.26,0.74,11.74,11.65,83,39,446,0,199,0,1.11,0,0.45,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,1,1.00,10.00,0.00,1,2,0.00,0.00,22,0.81,0,0,1,0,0,AhmedSalem
0.11,0.89,15.28,13.58,144,47,718,0,382,0,1.00,0,0.53,0,0,0,0,0,0,1,0,1,13,5,2,6,0,0,0,0,1,0,0,0,0,0,3,6,0,0,35,0.85,0,0,1,0,0,AhmedSalem
0.18,0.82,17.72,16.09,301,68,1382,0,405,0,0.90,0,0.29,0,0,0,0,0,0,1,0,1,11,5,0,5,1,0,0,0,1,0,5,0.60,7.20,1.44,1,6,2.40,1.12,55,0.87,0,0,1,0,0,AhmedSalem
0.13,0.87,16.97,15.32,305,71,1578,0,631,0,0.96,0,0.40,0,0,0,0,0,0,1,0,1,16,9,0,7,0,0,0,0,1,0,1,1.00,26.00,0.00,1,6,3.00,0.00,65,0.81,1,0,1,0,0,AhmedSalem
0.10,0.90,15.89,14.05,228,67,1160,0,516,0,0.86,0,0.44,0,0,0,0,0,0,1,0,1,15,3,2,10,0,0,0,0,1,0,2,1.00,13.50,3.50,1,4,0.50,0.50,57,0.88,0,0,1,0,0,AhmedSalem
0.11,0.89,13.23,11.59,229,63,1164,0,493,0,0.88,0,0.42,0,0,0,0,0,0,1,0,1,13,5,0,7,1,0,0,0,1,0,3,0.33,14.67,3.56,1,5,0.67,0.44,63,0.82,0,0,1,0,0,AhmedSalem
0.19,0.81,13.03,12.41,220,65,1042,0,415,0,0.89,0,0.40,1,0.75,1.00,0,0,0,1,0,1,9,2,0,7,0,0,0,0,1,0,3,1.00,5.33,1.11,1,6,1.67,0.44,56,0.88,0,0,1,0,0,AhmedSalem
0.13,0.87,14.04,12.59,116,49,646,0,276,0,0.95,0,0.43,0,0,0,0,0,0,1,0,1,5,2,0,1,2,0,0,0,1,0,1,0.00,8.00,0.00,1,3,1.00,0.00,30,0.77,0,0,1,0,0,AhmedSalem
0.17,0.83,23.33,18.75,244,79,1260,0,156,0,0.55,0,0.12,0,0,0,0,0,0,1,0,1,11,1,0,9,1,0,0,0,1,0,1,1.00,4.00,0.00,1,9,1.00,0.00,41,0.93,0,0,0,0,0,ahri
